번호,데이터고유번호,기관기업고유번호,기술명칭,도시,직위
889,47564,37532,광 패스 네트워크에 있어서의 기각성능을 개선하는 파장·파장변환기 할당방식,오카야마시,대학원 자연과학연구과 산업창성공학전공 조교
890,47565,37752,랜덤 행렬이론을 이용한 공분산 행렬의 노이즈 제거,효고현 니시노미야시,이공학부 수리과학과 전임강사
891,47566,37495,액체 사이클론을 이용한 이물 분리 시스템의 개발,아키타시,공학자원학부 환경응용화학과 강사
892,47571,37495,염화 휘발법에 의한 희소원소의 선택적 분리회수 프로세스의 개발,아키타시,공학자원학부 환경응용화학과 교수
893,47572,37495,잉여 오니(汚泥) 감용화를 위한 자기 페라이트 처리 시스템의 개발,아키타시,공학자원학부 전기전자공학과 조교
894,47573,34523,시판 등유의 원연료로 업무용 고체 산화물형 연료전지 시스템,아이치현 나고야시,대표이사 사장
895,47574,35477,Footprint algorithm detects PV malfunctions 태양광 발전기 오류 탐지를 위한 풋 프린트 알고리즘의 개발,프라이부르크, 
896,47575,35475,New enzymes boost ethanol production 에탄올 생산을 촉진하는 새로운 효소의 발견,누미야르비, 
897,47576,35478,Low emissions engine designed by EU-led consortium 저 배기가스 배출 엔진,예테보리, 
898,47577,38032,Maximising energy output from wood waste 목재 폐기물에서 에너지원의 획득,부쿠레슈티, 
899,47578,32468,Embedding optical sensors in fuel tanks 연료 탱크 내부 광학 센서 기술,LEIDSCHENDAM, 
900,47579,38033,Recommendations for the cultivation of energy crops 에너지 작물 재배를 위한 권고,포츠담, 
901,47580,38034,Baseline for economic model of low carbon technology 저 탄소 기술을 통한 경제 모델,Chatenay-Malabry, 
902,47581,38035,Modelling combustion processes in a diesel engine 디젤엔진 점화기술 모델링,예테보리, 
903,47582,38036,Energy wood as a renewable alternative 목재 폐기물의 재생가능자원으로의 활용방안,웁살라, 
904,47583,38037,Balancing wind power fluctuations 풍력 전력 수급의 균형 조절,페텐, 
905,47584,38038,Simulating the behaviour of environmental tracers 자원 탐사기 성능 시뮬레이션,AGHIA PARASKEVI, 
906,47585,38039,Efficient conversion of wet biomass to hydrogen 수분 함유 바이오매스(wet biomass)의 수소로의 효과적인 변환,아펠도른, 
907,47586,38040,Finding the price tag for alternative fuel 대체 에너지의 최종 소비자 가격 산정,옥스포드, 
908,47587,32480,Environmentally-friendly printed circuit boards 친환경 인쇄회로기판,헨트, 
909,47588,38041,Bristol Clear Zone reduces city centre traffic 브리스톨 청정지역 선포를 통한 도심지 교통량 감소,브리스톨, 
910,47589,38042,Europe's future organic market 유럽의 미래 유기농시장,안코나, 
911,47590,38043,Insight into the organic food industry in Europe 유럽 유기농 시장을 위한 제언,카셀, 
912,47591,38044,Organic food marketing guidelines 유기농 시장을 위한 가이드라인,Frick, 
913,47592,38045,Forecasting landslides with micro-seismic methods 미소 진동법을 활용한 산사태 예측,쇼프론, 
914,47593,38046,Developing the European market for organic food  유럽 유기농 시장의 개발,에버리스트위스, 
915,47594,38047,Urban water management guide 도심지역 수자원 관리 가이드,칼스루에, 
916,47595,38048,INTERCROP: mixing crops for better results (INTERCROP: 간작을 통한 효과적인 곡물 생산),리딩, 
917,47596,38049,Staying informed on board 버스 안에서 실시간 정보 확인,로마, 
918,47597, ,Sustainable progress for Mediterranean coast in Egypt 이집트의 지중해 연안지역에서 지속 가능한 개발 연구,카이로, 
919,47598,38050,Magnetic indicators enhance climate change models 자기 방위 지시 장치를 통한 기후변화 탐지,Gif-sur-Yvette, 
920,47599,38051,New ruthenium catalyst drives water purification system 신 루테늄 촉매를 활용한 수질 정화 시스템,마드리드, 
921,47600,38052,Tackling distressed urban areas 오래된 도시 공간의 재개발 연구,드레스덴, 
922,47601,38053,Saving the lagoons of southern Europe,올하오, 
923,47602,38054,Relief in sight for potato blight 감자 잎마름병의 구제,카셀, 
924,47603,38055,Innovative technology for quiet punching 저소음 천공을 위한 혁신적 기술,MEYLAN, 
925,47604,38056,Virtual prototyping produces better circuits in reality 가상 프로토타이핑을 통한 회로 성능 개선,Noyal-sur-Vilaine, 
926,47605,38057,Electronic nose under test 전자코 기술 개발,파리, 
927,47606,38058,Improved energy efficiency in the grinding process 그라인딩 공정에서의 에너지 효율성 개선,ELGOIBAR, 
928,47609,38061,Monitoring wheel dressing for precision grinding 정밀한 그라인딩을 위한 휠 드레싱,Garbsen, 
929,47610,38059,Accurate measurement of current loss in superconductors 초전도체 전류손실의 정밀 측정,사우스햄튼, 
930,47611,32480,"Novel, efficient and compact package of laser diodes 새롭고 효율적이며 컴팩트한 레이저 다이오드",루벤, 
931,47612,38045,Exploiting GIS for landslide risk management (GIS를 이용한 산사태 위험 예측),소프론, 
932,47613,31801,Power lines help to secure remote summer homes 여름별장을 안전하게 보호하기 위한 전력선 활용,탈린, 
933,47614,31083,Interference with protein-protein interactions 단백질 간 상호작용의 억제 기술,도르트문트, 
934,47615,34257,Eco-engineering accelerates soil detoxification 토양 독성물질 제거를 위한 생태공학,브라운슈바익, 
935,47616,38062,Nanostructured materials shrink laser dimensions 레이저 다이오드를 위한 나노소재의 활용,셰필드, 
936,47617,38063,Biomimetic materials for the characterisation of water samples 물에 존재하는 내분비계 교란물질 검출 시료의 개발,Seibersdorf, 
937,47618,38064,Developing safer coating materials 안전한 코팅재료 개발,카셀, 
938,47619,38065,VoIP application for multi-hop ad hoc networks 멀티홉 애드혹 네트워크를 위한 VoIP 애플리케이션,헬싱키, 
939,47620,38066,Obtaining and managing temporal information 시간정보의 수집 및 관리기법,맨체스터, 
940,47621,38067,Novel video retrieval system 새로운 비디오 검색 시스템,옥스포드, 
941,47622,38068,Improving user experience in wireless telecommunications 보다 폭넓은 사용자 체험을 위한 무선 통신 기술,헤슬링턴, 
942,47623,38069,Bringing PLANTS into the digital age  식물의 디지털 관리 기법,파트라스, 
943,47624,38078,Fixed olfactory receptors for electronic noses 전자 코를 위한 고정 후각기관 연구,ECULLY CEDEX, 
944,47625,38079,Providing easy online access to plant genome data 온라인을 통한 식물 게놈정보 조회,Evry, 
945,47626,38080,Supporting group communication applications 그룹 커뮤니케이션 애플리케이션,피사, 
946,47627,38081,Cricket inspired leap for bionic sensors 귀뚜라미에서 착안한 바이오 소닉 센서 연구,엔스헤데, 
947,47628,38082,Selecting for the ideal cut of meat 이상적인 육질을 위한 품종개량 기술,로슬린, 
948,47629,38083,Glucose syrup and beer safer for coeliac disease patients 복강질환 환자를 글루코스 시럽과 맥주 판별 시료의 개발,타라고나, 
949,47630,38084,Helium and oxygen mix for easy breathing 헬륨-산호 혼합기를 통한 만성기류제한 증상의 해소,리버풀, 
950,47631,38085,Bioengineered skin substitutes 대체 피부의 개발,몽펠리에, 
951,47632,38086,Innovative sensor to aid coeliac disease patients 복강질환 환자를 위한 새로운 센서의 개발,POZZUOLI, 
952,47633,38087,Optimal floors alleviate dairy cow lameness 소의 절름발이 현상을 줄이기 위한 바닥재 연구,Skara, 
953,47634,38088,New ways to assess early prediction of psychosis 정신질환의 조기 예측을 위한 방법,쾰른, 
954,47635,38089,Making continence management easier 편리한 배뇨를 위한 장치,욱스브릿지, 
955,47636,38090,"Increased protein, methionine and starch in potatoes  감자의 단백질, 메티오닌 녹말 함량의 증가",브로츠와프, 
956,47637,38091,Cows grazing fresh pasture produce better milk 목초지 방목을 통한 우수한 우유의 생산,에버리스트위스, 
957,47638,38092,Oxygen supply for fish in northern European waters 북유럽 해안의 어류와 산소 공급 연구,Helsingoer, 
958,47639,38093,Improved genome mapping for dairy cattle 개선된 젖소의 게놈 매핑 기법,뮌헨, 
959,47640,38094,Hope for winter wheat blight eradication 겨울밀 잎마름병 연구,Reichersberg, 
960,47641,38095,Abnormalities in larval rearing of Atlantic halibut 기형 대서양 가자미 연구,베르겐, 
961,47642,38096,Mutation risk from wood dust 목재 먼지로 인한 발암 위험 연구,헬싱키, 
962,47643,38097,Barley controls blood sugar levels 보리의 혈당조절 능력에 대한 연구,룬드, 
963,47649,38099,Studying sea gas hydrates with X-ray computed tomography (X-RAY 컴퓨터 단층 촬영에 의한 심해저 가스 하이드레이트 연구),클라우스탈, 
964,47650,38100,Making negative ion beams of superior quality possible 음 이온 빔의 성능 개선,프랑크푸르트, 
965,47651,38101,Studying methane seeps in northern waters 북해 메탄 누출지 연구,스타방게르, 
966,47652,38102,Online simulations of radioactive ion beams 방사능 이온 빔의 온라인 시뮬레이션,마드리드, 
967,47653,38103,Investigating the fatigue response of wind turbine blades 풍력 터빈 날개의 피로응답 연구,디드콧, 
968,47654,38104,On the road to more efficient solar cells 더욱 효율적인 태양전지의 생산,콘스탄츠, 
969,47655,38105,Modern standards for wind turbine technology 풍력 터빈 기술을 위한 기술 표준,빌헬름스하펜, 
970,47656,38106,Reaping the benefits of monocrystalline technology 단 결정 기술을 활용한 태양전지 성능향상,마드리드, 
971,47657,38107,Understanding ageing in nuclear power plants 노후된 핵 발전소의 연구,헬싱키, 
972,47658,38108,Finding methods which induce flowering in ash trees 물푸레 나무 개화(開花)유도,더블린, 
973,47659,38109,Modeling carbon fluxes in the northern hemisphere 북반구 탄소 변화 모델링,GIF SUR YVETTE, 
974,47660,38110,Mapping greenveins in Europe's agricultural zones 유럽 농경지의 지도 매핑,르네, 
975,47661,38111,"Seamounts - an OASIS in the Atlantic 대서양의 오아시스, 해산(海山)",브레멘, 
976,47662,38112,A MONSTER system for managing airport noise 공항지역의 소음 제거를 위한 시스템 - MONSTER,나폴리, 
977,47663,38113,Propagating salt tolerant poplar trees 고 염토저항성 포플러 나무,VITERBO, 
978,47664, ,Insights into the chaotic patterns of cod movements 대구의 이동패턴 연구,로웨스터프, 
979,47665,38114,Satellites and snow in Scandinavia 위성 데이터를 통한 눈의 수자원 잠재성 평가,Tromsø, 
980,47666,38115,Major advancements in jellyplankton management 젤리플랑크톤의 예측관리 기법,골웨이, 
981,47667,38116,Making the most of silage production 양질의 사일리지 생산,에버리스트위스, 
982,47668,38117,Getting ocean modellers on the same wavelength 해양 모델링 연구 표준안,GIF SUR YVETTE, 
983,47669,38118,ESTABLISH-ing salt-resistant varieties of poplar 염분 저항력이 높은 포플러 수종의 발견,괴팅엔, 
984,47670,38119,Nanocantilevers as molecular sensors 분자센서로서의 나노캔틸레버,Bellaterra (바르셀로나), 
985,47671,38120,Advancing ceramics with low pressure injection moulding 저압 사출 성형을 통한 세라믹 품질의 향상,Seregno, 
986,47672,38121,Alloy replaces silver in superconducting tape 초전도 테이프 소재로 합금의 활용,제네바, 
987,47673,38122,Investigating cavitation erosion in diesel engines 디젤 엔진의 케비테이션 침식 연구,그로노블, 
988,47674,38123,Process advances improve superconducting wires  향상된 초전도선 유형 연구,제네바, 
989,47675,38124,Noise and vibration analysis in mechanical presses 프레스기의 소음 및 진동 분석,아헨, 
990,47676,38125,Insight into self-assembled semiconductor nanostructures 자기조립 반도체 나노 구조에 대한 지식,랜캐스터, 
991,47677,38126,Use of titanium dioxide photocatalyst in solar reactor 태양반응기에서 이산화 티타늄 광 촉매를 활용한 수질 정화,빌뢰르반, 
992,47678,38127,Eliminating engine knock in automobiles 자동차 엔진 노크 현상의 제거 연구,쾰른, 
993,47679,38128,Human-robot collaboration 인간-로봇 협업기술,프라하, 
994,47680,38129,Facilitating human-machine interaction 인간-기계 상호작용의 촉진,에스포, 
995,47681,38130,Reasoning with description logics 서술 로직을 통한 정보의 추론,맨체스터, 
996,47682,38131,The impression of presence 가상 현장감 기술,브레멘, 
997,47683,38132,An indicator for improved signalling 개선된 무선 신호전달 지표,뮌헨, 
998,47684,38133,Adaptive negotiations with Gorgias' style of argumentation 고르기아스 수사학을 활용한 agent 논증 추론법,니코시아, 
999,47685,38134,Two microwave resonators are better than one 2개의 마이크로파 공명기 활용,테딩턴, 
1000,47686,38135,Virtual testing of coated parts 도료 표면의 가상 테스트,토리노, 
